0,0.99916995
1,0.99896246
2,0.99916995
3,0.99916995
4,0.99916995
5,0.99896246
6,0.99916995
7,0.999585
8,0.99916995
9,0.99896246
10,0.99916995
11,0.99916995
12,0.999585
13,0.9993775
14,0.99896246
15,0.99916995
16,0.999585
17,0.9993775
18,0.99896246
19,0.99916995
0,0.99916995
1,0.99896246
2,0.99916995
3,0.99916995
4,0.99916995
5,0.99896246
6,0.99916995
7,0.999585
8,0.99916995
9,0.99896246
10,0.99916995
11,0.99916995
12,0.999585
13,0.9993775
14,0.99896246
15,0.99916995
16,0.999585
17,0.9993775
18,0.99896246
19,0.99916995
